Источники видео (Pexels, свободная лицензия):
teriyaki-chicken.mp4 — Pexels, автор Dyon Siregar — https://www.pexels.com/video/close-up-of-a-chef-adding-teriyaki-sauce-to-a-dish-11797448/
dim-sum.mp4 — Pexels, автор cottonbro studio — https://www.pexels.com/video/close-up-shot-of-a-person-holding-the-dumplings-5898881/
mochi.mp4 — Pexels, автор Anna Pou — https://www.pexels.com/video/a-person-taking-a-mochi-9346262/
shawarma.mp4 — Pexels, автор OHXZONE — https://www.pexels.com/video/slicing-delicious-shawarma-meat-close-up-37047000/
chips.mp4 — Pexels, автор Tima Miroshnichenko — https://www.pexels.com/video/a-macro-shot-of-a-bag-of-corn-chips-7033629/
poutine.jpg — Pexels (фото), автор Erik Mclean — https://www.pexels.com/photo/a-person-holding-a-box-of-food-in-front-of-a-car-27703382/
omelette.mp4 — Pexels, автор Klaus Nielsen — https://www.pexels.com/video/close-up-video-of-an-omelette-6289318/
countryside-villa.mp4 — Pexels, автор just a hobby — https://www.pexels.com/video/aerial-view-of-countryside-villa-with-farm-fields-34453819/
modern-house.mp4 — Pexels, автор just a hobby — https://www.pexels.com/video/modern-home-in-scenic-neighborhood-aerial-view-34698305/
houseboat.mp4 — Pexels, автор BLACK BIRD — https://www.pexels.com/video/a-houseboat-on-the-water-with-palm-trees-28211754/
cottage.mp4 — Pexels, автор Mar Torres — https://www.pexels.com/video/charming-colorful-cottages-in-lush-greenery-37542157/
lake-house.mp4 — Pexels, автор Damir K — https://www.pexels.com/video/serene-autumn-lake-house-reflection-34410797/
island-bungalow.mp4 — Pexels, автор youtube ANjoytrips — https://www.pexels.com/video/bungalows-by-the-beach-on-phi-phi-island-11747777/
glass-house.mp4 — Pexels, автор Amar  Preciado — https://www.pexels.com/video/the-living-room-has-a-large-glass-door-that-leads-to-the-pool-16106217/
tiny-house.mp4 — Pexels, автор just a hobby — https://www.pexels.com/video/modern-tiny-houses-in-green-surroundings-35397698/
luxury-villa.mp4 — Pexels, автор Alef Morais — https://www.pexels.com/video/modern-luxury-villa-with-tropical-design-37694695/
luxury-yacht.mp4 — Pexels, автор mohcen cherifi — https://www.pexels.com/video/luxury-yacht-cruises-on-serene-waters-35419038/
sports-car.mp4 — Pexels, автор BAE  JUN — https://www.pexels.com/video/vibrant-sports-cars-transported-on-carrier-39065686/
luxury-watch.mp4 — Pexels, автор Hassan Abid — https://www.pexels.com/video/luxury-titanium-skeleton-watch-with-rubber-strap-35590899/
diamond-ring.mp4 — Pexels, автор Quang Viet Nguyen — https://www.pexels.com/video/elegant-diamond-wedding-rings-on-red-background-31992241/
first-class-flight.mp4 — Pexels, автор Narli's Journey Book — https://www.pexels.com/video/economy-class-flight-passenger-interior-view-34579678/
presidential-suite.mp4 — Pexels, автор Lan Thanh — https://www.pexels.com/video/luxury-beachfront-suite-with-ocean-view-38604837/
private-island.mp4 — Pexels, автор Velvet Nachos — https://www.pexels.com/video/drone-shot-of-private-resort-on-island-6342800/
infinity-pool.mp4 — Pexels, автор Peggy Anke — https://www.pexels.com/video/an-infinity-pool-with-a-view-of-the-ocean-10165855/
rooftop-terrace.mp4 — Pexels, автор Abdullah | 4K — https://www.pexels.com/video/rooftop-lounge-with-modern-outdoor-furniture-29212230/
dolphin.mp4 — Pexels, автор Niraj Shrestha — https://www.pexels.com/video/dolphins-swimming-in-blue-pool-10136766/
sea-turtle.mp4 — Pexels, автор JUN HO LEE — https://www.pexels.com/video/majestic-sea-turtle-swimming-over-coral-reef-31849219/
manta-ray.mp4 — Pexels, автор razvan pascaru — https://www.pexels.com/video/underwater-manta-ray-swimming-with-snorkeler-30743748/
shark.mp4 — Pexels, автор AHSAN  UDDIN SHAN — https://www.pexels.com/video/sharks-in-aquarium-12210147/
seahorse.mp4 — Pexels, автор Pragati Singh — https://www.pexels.com/video/graceful-seahorses-in-serene-underwater-scene-38583389/
coral-reef.mp4 — Pexels, автор Uriel Pacheco — https://www.pexels.com/video/vibrant-coral-reef-aquarium-scene-37059649/
kelp-forest.mp4 — Pexels, автор iPhone Snaps 🇨🇦 — https://www.pexels.com/video/underwater-kelp-forest-with-diverse-fish-species-36019255/
seal.mp4 — Pexels, автор Petra Nesti — https://www.pexels.com/video/relaxing-seals-resting-on-sandy-beach-36264274/
clownfish.mp4 — Pexels, автор JUN HO LEE — https://www.pexels.com/video/colorful-clownfish-in-vibrant-coral-reef-32376199/
angelfish.mp4 — Pexels, автор Taryn Elliott — https://www.pexels.com/video/beautiful-emperor-angelfish-swimming-5548409/
sea-lion.mp4 — Pexels, автор Audrey Zhang — https://www.pexels.com/video/playful-sea-lions-resting-on-pier-in-san-francisco-36118170/
flamingo.mp4 — Pexels, автор Kirkwood Blvd (by @ShareAllen) — https://www.pexels.com/video/flamingos-in-the-wild-25972468/
swan.mp4 — Pexels, автор Natalia S — https://www.pexels.com/video/a-swan-floating-in-the-water-near-a-bridge-16284238/
hummingbird.mp4 — Pexels, автор Jean Paul  Montanaro — https://www.pexels.com/video/vibrant-hummingbirds-in-lush-greenery-32022386/
kingfisher.mp4 — Pexels, автор Wing Yi Yong — https://www.pexels.com/video/kingfisher-19657465/
penguin.mp4 — Pexels, автор How Far From Home — https://www.pexels.com/video/video-of-penguins-walking-5592502/
puffin.mp4 — Pexels, автор Marvin Filmaker — https://www.pexels.com/video/puffins-eating-on-a-rock-6899943/
hawk.mp4 — Pexels, автор Petra Nesti — https://www.pexels.com/video/hawk-soaring-through-clear-blue-sky-36221445/
pelican.mp4 — Pexels, автор Joolsmagools  ®️ — https://www.pexels.com/video/australian-pelican-walking-by-the-lakeside-36894541/
heron.mp4 — Pexels, автор 정규송 Nui MALAMA — https://www.pexels.com/video/grey-herons-wading-in-serene-lake-setting-36213546/
dog.mp4 — Pexels, автор Anna Bondarenko — https://www.pexels.com/video/dogs-playing-in-yard-in-winter-10976377/
cat.mp4 — Pexels, автор [A] [B] [S] — https://www.pexels.com/video/relaxed-british-shorthair-cat-on-sofa-30337438/
puppy.mp4 — Pexels, автор SOO CHUL PARK — https://www.pexels.com/video/golden-retriever-puppy-relaxing-outdoors-37589235/
kitten.mp4 — Pexels, автор Gizem Gökce — https://www.pexels.com/video/adorable-kittens-playing-together-in-cozy-setting-37957099/
golden-retriever.mp4 — Pexels, автор Afrizal I S — https://www.pexels.com/video/golden-retriever-relaxing-outdoors-on-a-sunny-day-36121834/
rabbit.mp4 — Pexels, автор thiago japyassu — https://www.pexels.com/video/a-white-rabbit-sitting-in-a-pile-of-sand-27253094/
hamster.mp4 — Pexels, автор Alay Lv — https://www.pexels.com/video/cute-hamster-in-cage-eating-and-exploring-33308094/
parrot.mp4 — Pexels, автор ROMAN ODINTSOV — https://www.pexels.com/video/blue-and-yellow-parrot-bird-12715001/
turtle.mp4 — Pexels, автор JUN HO LEE — https://www.pexels.com/video/serene-underwater-turtle-gliding-over-coral-reef-35745439/
guinea-pig.mp4 — Pexels, автор Cheng — https://www.pexels.com/video/a-guinea-pig-is-sitting-in-a-wooden-box-18816134/
ferret.mp4 — Pexels, автор ODALIS CUEVAS — https://www.pexels.com/video/playful-ferrets-lounging-on-a-couch-indoors-26926159/
canary.jpg — Pexels (фото), автор Joe Hudson — https://www.pexels.com/photo/yellow-canary-bird-on-armchair-20540854/
lion.mp4 — Pexels, автор Joolsmagools  ®️ — https://www.pexels.com/video/lioness-resting-on-grass-in-african-savannah-37219507/
elephant.mp4 — Pexels, автор Joolsmagools  ®️ — https://www.pexels.com/video/asian-elephants-roaming-zoo-habitat-36124266/
koala.mp4 — Pexels, автор Joolsmagools  ®️ — https://www.pexels.com/video/adorable-koala-eating-eucalyptus-in-zoo-36134032/
fox.mp4 — Pexels, автор AP Vibes — https://www.pexels.com/video/a-fox-is-laying-in-the-grass-next-to-some-bushes-28152276/
eagle.mp4 — Pexels, автор Manoo Media — https://www.pexels.com/video/eagles-19952487/
gorilla.mp4 — Pexels, автор Joolsmagools  ®️ — https://www.pexels.com/video/ganyeka-silverback-gorilla-enjoying-lunch-20624465/
zebra.mp4 — Pexels, автор Zenia Diamond — https://www.pexels.com/video/grazing-zebra-in-african-savanna-29851762/
mustang.mp4 — Pexels, автор Kindel Media — https://www.pexels.com/video/a-vintage-ford-mustang-parked-outside-a-house-8551430/
corvette.mp4 — Pexels, автор WeStarMoney  Rec — https://www.pexels.com/video/a-red-chevrolet-corvette-passing-by-10710639/
rolls-royce.mp4 — Pexels, автор WeStarMoney  Rec — https://www.pexels.com/video/the-front-of-a-rolls-royce-car-18837288/
mercedes.mp4 — Pexels, автор paashuu — https://www.pexels.com/video/a-green-mercedes-benz-driving-on-a-parking-garage-ramp-16052834/
tesla.mp4 — Pexels, автор paashuu — https://www.pexels.com/video/tesla-s-new-electric-pickup-truck-is-on-display-at-the-auto-show-19343046/
audi.mp4 — Pexels, автор GMB VISUALS — https://www.pexels.com/video/audi-quattro-rally-car-on-forest-track-30335762/
classic-car.mp4 — Pexels, автор LM 17 Met — https://www.pexels.com/video/classic-cars-driving-through-scenic-european-street-37681160/
race-car.mp4 — Pexels, автор Jaxon Matthew Willis — https://www.pexels.com/video/racecars-on-racetracks-18447480/
laptop.mp4 — Pexels, автор Cup of  Couple — https://www.pexels.com/video/a-close-up-of-a-person-typing-on-a-laptop-8472307/
smartphone.mp4 — Pexels, автор Ali  Alcántara — https://www.pexels.com/video/close-up-view-of-a-person-using-a-smartphone-15689201/
drone.mp4 — Pexels, автор UAVDrone youngman — https://www.pexels.com/video/close-up-on-flying-drone-10755607/
speaker.mp4 — Pexels, автор ed br — https://www.pexels.com/video/close-up-of-vibrating-wooden-speaker-cone-29594574/
gaming-console.mp4 — Pexels, автор https://kaboompics.com/ — https://www.pexels.com/video/close-up-shot-of-a-play-station-console-4132991/
gaming-pc.mp4 — Pexels, автор boudib islam — https://www.pexels.com/video/rgb-gaming-memory-of-a-computer-10470834/
electric-scooter.mp4 — Pexels, автор Alberto Escalona — https://www.pexels.com/video/a-row-of-electric-scooters-parked-on-the-sidewalk-15421497/
electric-bike.mp4 — Pexels, автор Davidson Free Media — https://www.pexels.com/video/cycling-on-an-e-bike-in-wells-27921682/
vinyl-player.mp4 — Pexels, автор Tima Miroshnichenko — https://www.pexels.com/video/close-up-shot-of-vinyl-player-5118505/
ski-resort.mp4 — Pexels, автор iPhone Snaps 🇨🇦 — https://www.pexels.com/video/winter-ski-resort-with-active-chairlift-36263519/
cozy-fireplace.mp4 — Pexels, автор Pexels User — https://www.pexels.com/video/cozy-fireplace-flames-with-warming-ember-glow-34136848/
sunglasses.mp4 — Pexels, автор MART  PRODUCTION — https://www.pexels.com/video/a-close-up-video-of-a-woman-wearing-sunglasses-8431818/
snowboard.mp4 — Pexels, автор Anna Shvets — https://www.pexels.com/video/close-up-of-girl-snowboarder-6286995/
summer-festival.mp4 — Pexels, автор Gera Cejas — https://www.pexels.com/video/vibrant-night-street-festival-crowd-36165311/
christmas-market.mp4 — Pexels, автор Anna Bondarenko — https://www.pexels.com/video/smiling-people-on-christmas-market-10597347/
snowboarding.mp4 — Pexels, автор Darina Belonogova — https://www.pexels.com/video/man-snowboarding-7406574/
snowy-cabin.mp4 — Pexels, автор Damir K — https://www.pexels.com/video/charming-red-cabin-in-a-snowy-winter-landscape-35825058/
barbecue.mp4 — Pexels, автор Wolf  Art — https://www.pexels.com/video/close-up-grilling-beef-skewers-on-barbecue-grill-32383567/
sunset-beach.mp4 — Pexels, автор Ryan Klaus — https://www.pexels.com/video/close-up-of-sea-waves-on-a-beach-at-sunset-12476478/
iguazu-falls.mp4 — Pexels, автор Arles Quevedo — https://www.pexels.com/video/stunning-iguazu-falls-with-rainbow-35531941/
plitvice-lakes.mp4 — Pexels, автор Sutha Hasan — https://www.pexels.com/video/scenic-aerial-view-of-plitvice-lakes-in-autumn-37263084/
banff-lakes.mp4 — Pexels, автор Lindsey Mateo — https://www.pexels.com/video/scenic-view-of-lake-louise-in-banff-national-park-31529152/
victoria-falls.mp4 — Pexels, автор Sutha Hasan — https://www.pexels.com/video/victoria-falls-27380830/
lake-louise.mp4 — Pexels, автор Lindsey Mateo — https://www.pexels.com/video/scenic-view-of-lake-louise-in-banff-national-park-31529152/
lake-tahoe.mp4 — Pexels, автор Stephen Leonardi — https://www.pexels.com/video/serene-lake-tahoe-clear-waters-in-summer-38153867/
nile-river.mp4 — Pexels, автор Mahmoud Amer — https://www.pexels.com/video/sailboat-gliding-on-nile-river-at-sunset-35879466/
crater-lake.mp4 — Pexels, автор josephine Devadass — https://www.pexels.com/video/breathtaking-views-of-crater-lake-national-park-35107351/
gullfoss.mp4 — Pexels, автор Sutha Hasan — https://www.pexels.com/video/majestic-gullfoss-waterfall-in-iceland-s-wilderness-29069152/
seljalandsfoss.jpg — Pexels (фото), автор Joan Costa — https://www.pexels.com/photo/seljalandsfoss-waterfall-in-iceland-27182342/
swiss-alps.mp4 — Pexels, автор Stephan Leuzinger — https://www.pexels.com/video/stunning-swiss-alps-mountain-path-and-scenery-34718570/
dolomites.mp4 — Pexels, автор Oskar Gross — https://www.pexels.com/video/breathtaking-aerial-view-of-autumn-dolomites-35052258/
norwegian-fjords.mp4 — Pexels, автор Marlon Castor — https://www.pexels.com/video/stunning-norwegian-fjord-in-summer-37547067/
himalayas.mp4 — Pexels, автор Bibek Bohara — https://www.pexels.com/video/breathtaking-himalayas-view-from-kalinchowk-38497974/
mount-everest.mp4 — Pexels, автор Chandra Man Dongol — https://www.pexels.com/video/breathtaking-view-of-mount-everest-and-surrounding-peaks-29632834/
yosemite.mp4 — Pexels, автор Pratima Patel — https://www.pexels.com/video/a-waterfall-with-the-words-yosemite-falls-17966687/
torres-del-paine.mp4 — Pexels, автор Florian Delée — https://www.pexels.com/video/snow-capped-peaks-of-torres-del-paine-29998635/
pyrenees.mp4 — Pexels, автор Zakhar Vozhdaienko — https://www.pexels.com/video/scenic-aerial-view-of-pyrenees-mountain-landscape-37330970/
iceland-highlands.mp4 — Pexels, автор Lekko  Ponad — https://www.pexels.com/video/aerial-view-of-icelandic-geothermal-landscape-34444501/
new-york-at-night.mp4 — Pexels, автор Sophia Zhang — https://www.pexels.com/video/new-york-city-skyline-at-night-with-empire-state-building-29989204/
shanghai-skyline.mp4 — Pexels, автор temo janjulia — https://www.pexels.com/video/vibrant-night-view-of-shanghai-skyline-36546365/
london-at-night.mp4 — Pexels, автор Earth Photart — https://www.pexels.com/video/nighttime-london-skyline-by-the-river-32278000/
las-vegas.mp4 — Pexels, автор Vera — https://www.pexels.com/video/illuminated-eiffel-tower-in-las-vegas-at-night-31946407/
piccadilly-circus.mp4 — Pexels, автор George Morina — https://www.pexels.com/video/night-view-of-piccadilly-circus-london-5086592/
seoul-at-night.mp4 — Pexels, автор Timo Volz — https://www.pexels.com/video/a-city-street-at-night-with-cars-and-lights-26690701/
bangkok-at-night.mp4 — Pexels, автор Tony  Wu — https://www.pexels.com/video/night-traffic-in-bangkok-10346343/
moscow-at-night.mp4 — Pexels, автор LIKE POST — https://www.pexels.com/video/traffic-on-moscow-street-at-night-10451251/
istanbul-at-night.mp4 — Pexels, автор Alperen  Erfidan — https://www.pexels.com/video/scenic-night-view-of-istanbul-s-iconic-tower-36696827/
macau.jpg — Pexels (фото), автор tian Jin — https://www.pexels.com/photo/grand-lisboa-hotel-and-macau-skyline-view-28807185/
northern-lights.mp4 — Pexels, автор T Honkamies — https://www.pexels.com/video/northern-lights-timelapse-28492331/
sahara-desert.mp4 — Pexels, автор Kristen Haennel — https://www.pexels.com/video/camel-caravan-journey-through-sahara-desert-30783914/
amazon-rainforest.mp4 — Pexels, автор MELQUIZEDEQUE ALMEIDA — https://www.pexels.com/video/stunning-aerial-view-of-lush-amazon-river-35527397/
glacier.mp4 — Pexels, автор Mario Ortiz — https://www.pexels.com/video/briksdal-glacier-27797322/
volcano.mp4 — Pexels, автор Claudio Brito — https://www.pexels.com/video/boiling-mud-of-a-mud-volcano-4601826/
blue-lagoon.mp4 — Pexels, автор Sail trip Mallorca — https://www.pexels.com/video/aerial-view-of-boats-in-clear-blue-lagoon-36229347/
redwood-forest.mp4 — Pexels, автор Leone 🇺🇸 — https://www.pexels.com/video/serene-forest-stream-flowing-in-redwood-forest-31505347/
bamboo-forest.mp4 — Pexels, автор yuki kiki — https://www.pexels.com/video/towering-bamboo-forest-in-serene-landscape-36367685/
salt-flats.mp4 — Pexels, автор Alex Moliski — https://www.pexels.com/video/car-driving-across-salt-flats-in-utah-29153634/
ice-cave.mp4 — Pexels, автор Yaroslav Shuraev — https://www.pexels.com/video/a-panning-shot-inside-the-rocky-cave-4434289/
waterfall.mp4 — Pexels, автор Engin Akyurt — https://www.pexels.com/video/close-up-view-of-a-waterfall-14456549/
lavender-fields.mp4 — Pexels, автор Hao Le — https://www.pexels.com/video/macro-shot-of-bee-on-lavender-flowers-33436585/
galapagos.jpg — Pexels (фото), автор Diego F. Parra — https://www.pexels.com/photo/close-up-of-tortoise-18778303/
seychelles.jpg — Pexels (фото), автор Marija Vlasceva — https://www.pexels.com/photo/serene-palm-beach-on-seychelles-island-30358263/
ibiza.mp4 — Pexels, автор ACkats Films — https://www.pexels.com/video/ibiza-old-town-28236416/
mykonos.mp4 — Pexels, автор Vincent Rivaud — https://www.pexels.com/video/scenic-view-of-mykonos-waterfront-38299649/
copacabana.mp4 — Pexels, автор Marcelo Aut — https://www.pexels.com/video/stunning-view-of-copacabana-beach-and-sugarloaf-37595354/
miami-beach.mp4 — Pexels, автор Vincent Rivaud — https://www.pexels.com/video/bike-ride-through-iconic-miami-beach-pathway-28962836/
sardinia.mp4 — Pexels, автор Nirjhar Basak — https://www.pexels.com/video/drone-view-of-stunning-sardinian-coastline-34256898/
algarve.mp4 — Pexels, автор Sutha Hasan — https://www.pexels.com/video/scenic-algarve-coastline-panoramic-view-37499203/
bora-bora.mp4 — Pexels, автор Chuck Henjes — https://www.pexels.com/video/ruhiger-palmenstrand-in-der-lagune-von-bora-bora-27975259/
iceland.mp4 — Pexels, автор Sutha Hasan — https://www.pexels.com/video/majestic-icelandic-waterfall-in-scenic-landscape-29069153/
greenland.mp4 — Pexels, автор Cristian Manieri — https://www.pexels.com/video/dramatic-arctic-iceberg-collapse-in-greenland-28988888/
sicily.mp4 — Pexels, автор Mihaela Claudia  Puscas — https://www.pexels.com/video/discover-the-streets-of-palermo-sicily-32606545/
crete.mp4 — Pexels, автор Mike Kw — https://www.pexels.com/video/scenic-view-of-loutro-crete-harbor-39009073/
canary-islands.mp4 — Pexels, автор Tamas Babai — https://www.pexels.com/video/serene-canary-island-beach-with-waves-30507487/
malta.mp4 — Pexels, автор Alyona Nagel — https://www.pexels.com/video/charming-cobbled-street-in-valletta-malta-37417707/
jamaica.mp4 — Pexels, автор Amal Lohith — https://www.pexels.com/video/negril-jamaica-20532693/
corsica.mp4 — Pexels, автор Jozef Papp — https://www.pexels.com/video/aerial-footage-of-sandy-beaches-on-the-coast-of-corsica-island-15687643/
mallorca.mp4 — Pexels, автор Radd — https://www.pexels.com/video/mallorca-spain-capdepera-aerial-footage-18490127/
lavender-field.mp4 — Pexels, автор VIRA MAPLE — https://www.pexels.com/video/lavender-field-19134724/
wildflowers.mp4 — Pexels, автор Damir K — https://www.pexels.com/video/vibrant-spring-wildflowers-in-bloom-close-up-38908202/
garden-roses.mp4 — Pexels, автор Havvanur Akın — https://www.pexels.com/video/close-up-of-vibrant-red-roses-in-garden-34723963/
cactus-flower.mp4 — Pexels, автор Mar Neyra — https://www.pexels.com/video/blooming-cactus-flowers-at-twilight-34518369/
water-lily.mp4 — Pexels, автор Anna Medvedeva — https://www.pexels.com/video/close-up-of-a-water-lily-flower-9178041/
new-york.mp4 — Pexels, автор CAPTKHO kho — https://www.pexels.com/video/stunning-aerial-view-of-new-york-city-skyline-35419124/
tokyo.mp4 — Pexels, автор yuki kiki — https://www.pexels.com/video/vibrant-nightlife-in-tokyo-s-shibuya-crossing-35291926/
dubai.mp4 — Pexels, автор Artem Shutkin — https://www.pexels.com/video/dubai-streets-18316572/
barcelona.mp4 — Pexels, автор Naoufel Bouazizi — https://www.pexels.com/video/the-sagrada-familia-cathedral-in-barcelona-spain-15499203/
amsterdam.mp4 — Pexels, автор Karography — https://www.pexels.com/video/charming-amsterdam-canal-with-boats-and-historic-architecture-34704498/
istanbul.mp4 — Pexels, автор ROMAN ODINTSOV — https://www.pexels.com/video/the-exterior-of-blue-mosque-in-istanbul-turkey-7311797/
prague.mp4 — Pexels, автор Book Hut — https://www.pexels.com/video/the-charles-bridge-in-prague-czech-republic-20181655/
singapore.mp4 — Pexels, автор Richard L — https://www.pexels.com/video/night-view-of-singapore-skyline-with-ferris-wheel-32248757/
venice.mp4 — Pexels, автор Travel with  Lenses — https://www.pexels.com/video/scenic-sunrise-over-venice-s-grand-canal-36398876/
vienna.mp4 — Pexels, автор HAMZA AL HASSON — https://www.pexels.com/video/stunning-architectural-view-of-vienna-s-hofburg-palace-35370519/
seoul.mp4 — Pexels, автор Nuray — https://www.pexels.com/video/bustling-seoul-street-with-modern-architecture-34676841/
bangkok.mp4 — Pexels, автор Sapol Churanon — https://www.pexels.com/video/aerial-view-of-bangkok-s-skyline-29635659/
copenhagen.mp4 — Pexels, автор Travel with  Lenses — https://www.pexels.com/video/charming-nyhavn-waterfront-in-copenhagen-32209107/
strawberry.mp4 — Pexels, автор Tima Miroshnichenko — https://www.pexels.com/video/closeup-video-of-a-strawberry-7033625/
mango.mp4 — Pexels, автор Ung Adisuk — https://www.pexels.com/video/close-up-of-ripe-mangoes-on-tree-branch-31775966/
pineapple.mp4 — Pexels, автор Anete Lusina — https://www.pexels.com/video/close-up-view-of-a-woman-holding-a-pineapple-6353433/
grapes.mp4 — Pexels, автор Zen Chung — https://www.pexels.com/video/close-up-footage-of-grapes-growing-in-the-vineyard-5527337/
cherries.mp4 — Pexels, автор Ebahir — https://www.pexels.com/video/close-up-video-of-red-cherries-on-tree-branch-38359907/
banana.mp4 — Pexels, автор Maria Gomes — https://www.pexels.com/video/close-up-of-bananas-13761237/
avocado.mp4 — Pexels, автор Mike Jones — https://www.pexels.com/video/close-up-of-a-woman-holding-avocado-halves-8801875/
lemon.mp4 — Pexels, автор Shuttercraftsman — https://www.pexels.com/video/fresh-lemons-in-net-bag-close-up-31643969/
blueberry.mp4 — Pexels, автор Mikhail Nilov — https://www.pexels.com/video/close-up-video-of-a-blueberry-7677639/
papaya.mp4 — Pexels, автор BRITTOs Musics — https://www.pexels.com/video/close-up-view-of-a-papaya-tree-5364533/
brisket.mp4 — Pexels, автор Troy Spradlin — https://www.pexels.com/video/a-person-slicing-a-brisket-7041918/
lamb-chops.mp4 — Pexels, автор Pressmaster — https://www.pexels.com/video/pan-grilling-fried-rice-and-lamb-chops-3195884/
pork-belly.mp4 — Pexels, автор Mallesh Baithi — https://www.pexels.com/video/tasty-korean-bbq-pork-belly-grill-closeup-37253004/
grilled-salmon.mp4 — Pexels, автор Kindel Media — https://www.pexels.com/video/close-up-video-of-a-cooking-salmon-9011484/
grilled-cheese.mp4 — Pexels, автор Nour Al Huda Zardan — https://www.pexels.com/video/close-up-of-grilled-cheese-sandwich-34892046/
udon.mp4 — Pexels, автор Anh Nguyen — https://www.pexels.com/video/close-up-of-udon-noodles-being-mixed-and-served-38132713/
sashimi.mp4 — Pexels, автор RDNE Stock project — https://www.pexels.com/video/close-up-of-tuna-sashimi-on-a-plate-10432016/
bibimbap.jpg — Pexels (фото), автор minchephoto photography — https://www.pexels.com/photo/bibimbap-on-black-ceramic-bowl-7491952/
grilled-chicken.mp4 — Pexels, автор Ammad Rasool — https://www.pexels.com/video/tender-grilled-chicken-being-brushed-on-grill-28951986/
grilled-fish.mp4 — Pexels, автор Tia  Teedee — https://www.pexels.com/video/grilled-fish-over-open-fire-in-outdoor-setting-35783344/
sausage.mp4 — Pexels, автор Sofía  Falco — https://www.pexels.com/video/grilled-sausages-cooking-on-outdoor-bbq-grill-37058403/
grilled-shrimp.mp4 — Pexels, автор RDNE Stock project — https://www.pexels.com/video/close-up-video-of-a-grilled-shrimp-skewer-8523260/
pulled-pork.mp4 — Pexels, автор Belén Montero — https://www.pexels.com/video/chef-carving-roasted-pork-in-rustic-kitchen-37118389/
pho.mp4 — Pexels, автор Oksana Polikarpova — https://www.pexels.com/video/close-up-of-bowl-of-pho-9888676/
pad-thai.mp4 — Pexels, автор RDNE Stock project — https://www.pexels.com/video/a-close-up-video-of-a-thai-food-6645810/
curry.mp4 — Pexels, автор Max Griss — https://www.pexels.com/video/delicious-indian-curry-preparation-close-up-36659299/
tempura.mp4 — Pexels, автор ROMAN ODINTSOV — https://www.pexels.com/video/close-up-view-of-a-person-making-tempura-4969061/
gyoza.mp4 — Pexels, автор Angela Roma — https://www.pexels.com/video/gyozas-presentation-in-the-table-7361122/
noodles.mp4 — Pexels, автор Hi Nana Shop — https://www.pexels.com/video/delicious-stir-fried-noodles-in-a-wok-34711974/
korean-bbq.mp4 — Pexels, автор Mallesh Baithi — https://www.pexels.com/video/tasty-korean-bbq-pork-belly-grill-closeup-37253004/
udon.jpg — Pexels (фото), автор Savia Rocks — https://www.pexels.com/photo/delicious-tofu-and-udon-noodles-dish-32661564/
potato-chips.mp4 — Pexels, автор Joshua Lim — https://www.pexels.com/video/close-up-shot-of-potatoes-chips-with-seaweed-4579330/
cookies.mp4 — Pexels, автор RDNE Stock project — https://www.pexels.com/video/close-up-shot-of-blue-cookies-on-the-plate-9215116/
brownies.mp4 — Pexels, автор Lukas — https://www.pexels.com/video/close-up-video-of-a-chocolate-brownies-4589097/
peanuts.mp4 — Pexels, автор Ds babariya — https://www.pexels.com/video/close-up-of-shelled-peanuts-in-blue-container-36985387/
almonds.mp4 — Pexels, автор cottonbro studio — https://www.pexels.com/video/a-person-putting-almonds-in-a-bowl-6803088/
chocolate-bar.mp4 — Pexels, автор Michelle Leman — https://www.pexels.com/video/close-up-view-of-heart-shaped-chocolates-6761626/
gummy-bears.mp4 — Pexels, автор Tima Miroshnichenko — https://www.pexels.com/video/closeup-video-of-gummy-candies-7033614/
cheese-board.mp4 — Pexels, автор ROMAN ODINTSOV — https://www.pexels.com/video/slicing-blue-cheese-close-up-6421257/
olives.mp4 — Pexels, автор Nadin Sh — https://www.pexels.com/video/elegant-martini-with-green-olives-close-up-31998412/
mozzarella-sticks.mp4 — Pexels, автор Rene Strgar — https://www.pexels.com/video/fior-di-latte-mozzarella-cheese-falling-from-hand-in-slowmotion-15897585/
ice-cream-cone.mp4 — Pexels, автор Kindel Media — https://www.pexels.com/video/person-holding-the-ice-cream-on-the-cone-8093934/
donut.mp4 — Pexels, автор Tima Miroshnichenko — https://www.pexels.com/video/close-up-video-of-donuts-with-frosting-and-sprinkles-7033628/
dark-chocolate.mp4 — Pexels, автор ROMAN ODINTSOV — https://www.pexels.com/video/shredding-hardened-dark-chocolate-with-a-knife-5152003/
milk-chocolate.mp4 — Pexels, автор ROMAN ODINTSOV — https://www.pexels.com/video/pouring-chocolate-drink-in-milk-6535481/
iced-tea.mp4 — Pexels, автор Anna Pou — https://www.pexels.com/video/a-glass-of-iced-tea-8296113/
cappuccino.mp4 — Pexels, автор Naro K — https://www.pexels.com/video/close-up-of-a-cappuccino-cup-being-taken-30270994/
watermelon-juice.mp4 — Pexels, автор Timur Weber — https://www.pexels.com/video/extremen-close-up-of-juice-being-poured-into-a-glass-8676990/
mango-juice.mp4 — Pexels, автор Anete Lusina — https://www.pexels.com/video/a-person-holding-a-bottle-of-mango-juice-6353415/
strawberry-shake.mp4 — Pexels, автор Antoni Shkraba — https://www.pexels.com/video/man-pouring-strawberry-milkshake-into-a-glass-4752326/
iced-latte.mp4 — Pexels, автор amin naderloei — https://www.pexels.com/video/artistic-pouring-of-espresso-in-iced-latte-37672642/
